Incident Number,Date/Time,Address,Incident Type,Completed,Reviewed,,,,,
0003998 - 000,5/25/21 13:32,1433 N IH 35,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0003999 - 000,5/25/21 13:33,221 Jumping Laurel St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004000 - 000,5/25/21 13:48,3939 S IH 35  # 1105,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004001 - 000,5/25/21 14:05,1550 N IH 35,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004002 - 000,5/25/21 14:25,1337 Thorpe Ln,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004003 - 000,5/25/21 14:43,750 River Rd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004004 - 000,5/25/21 16:29,207 NB,553 - Public service,Yes,Yes,,,,,
0004006 - 000,5/25/21 17:51,221 Jumping Laurel St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004007 - 000,5/25/21 19:18,518 Linda Dr  # 160,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004008 - 000,5/25/21 20:05,930 N IH 35  # 106,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004010 - 000,5/25/21 21:39,2690 Hwy 123,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004011 - 000,5/25/21 22:30,401 S Guadalupe St,353 - Removal of victim(s) from stalled elevator,Yes,Yes,,,,,
0004012 - 000,5/25/21 23:57,318 Bandera St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004013 - 000,5/26/21 0:25,EXIT 205 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004014 - 000,5/26/21 1:01,199 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004015 - 000,5/26/21 1:36,608 Bracewood Cir  # A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004016 - 000,5/26/21 3:32,141 Chaparral Rd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004017 - 000,5/26/21 4:42,500 Wonder World Dr,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0004019 - 000,5/26/21 7:56,400 Riverside Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004020 - 000,5/26/21 9:37,345 Champions Blvd,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0004021 - 000,5/26/21 10:10,345 Champions Blvd  # BDG9,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004022 - 000,5/26/21 10:17,717 Blue Oak Blvd,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0004023 - 000,5/26/21 11:06,Hwy 80,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004024 - 000,5/26/21 11:20,210 SB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004026 - 000,5/26/21 12:09,204 SB  # L SHDR,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004027 - 000,5/26/21 12:14,1207 S IH 35,"700 - False alarm or false call, other",Yes,Yes,,,,,
0004029 - 000,5/26/21 12:35,1612 S IH 35,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004030 - 000,5/26/21 12:55,1101 Haynes St,"151 - Outside rubbish, trash or waste fire",Yes,Yes,,,,,
0004031 - 000,5/26/21 14:24,101 Concho St,353 - Removal of victim(s) from stalled elevator,Yes,Yes,,,,,
0004032 - 000,5/26/21 15:11,1401 Wonder World Dr  # 20,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004033 - 000,5/26/21 15:50,338 S Guadalupe St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004034 - 000,5/26/21 17:46,1506 S IH 35  # 5312,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004035 - 000,5/26/21 18:35,208 SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0004036 - 000,5/26/21 18:42,Aquarena Springs Dr,553 - Public service,Yes,Yes,,,,,
0004037 - 000,5/26/21 19:22,115 Wainscot Oak Way,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004038 - 000,5/26/21 20:07,1111 Avalon Ave  # 712,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0004039 - 000,5/26/21 20:29,EXIT 200 SB,"500 - Service Call, other",Yes,Yes,,,,,
0004040 - 000,5/26/21 20:44,1800 Aquarena Springs Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004041 - 000,5/26/21 21:33,600 Wonder World Dr,"700 - False alarm or false call, other",Yes,Yes,,,,,
0004042 - 000,5/26/21 21:48,109 Farm House Rd,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0004043 - 000,5/26/21 23:02,2601 Rattler Rd,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004044 - 000,5/26/21 23:13,Wonder World Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004045 - 000,5/27/21 0:38,300 S Stagecoach Trl  # 3224,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0004047 - 000,5/27/21 0:43,204 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004048 - 000,5/27/21 2:20,1000 Technology Way  # E ACC,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004049 - 000,5/27/21 7:43,Cheatham St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004050 - 000,5/27/21 9:01,Hwy 123,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004051 - 000,5/27/21 10:18,EXIT 208 NB  # BEFORE,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0004052 - 000,5/27/21 11:18,109 Lacey Oak Lp,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004053 - 000,5/27/21 11:25,202 NB  # L SHRD,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004055 - 000,5/27/21 11:33,2300 N IH 35  # ACCESS,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004056 - 000,5/27/21 11:42,1600 N IH 35  # 115,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004057 - 000,5/27/21 11:49,935 Hwy 80  # FRONT,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004058 - 000,5/27/21 12:19,934 N IH 35,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004059 - 000,5/27/21 13:19,503 Springtown Way  # 113,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004060 - 000,5/27/21 13:20,109 Lacey Oak Lp,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004061 - 000,5/27/21 13:23,2600 Hunter Rd  # 4309,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004062 - 000,5/27/21 14:00,Centerpoint Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004063 - 000,5/27/21 14:43,1302 W Hopkins St,552 - Police matter,Yes,Yes,,,,,
0004064 - 000,5/27/21 14:53,1004 N IH 35,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004065 - 000,5/27/21 15:24,1015 N HWY 80,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004066 - 000,5/27/21 16:06,1350 N IH 35,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004067 - 000,5/27/21 16:15,E Hopkins St,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004068 - 000,5/27/21 16:35,1307 Uhland Rd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004069 - 000,5/27/21 17:31,206 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004070 - 000,5/27/21 17:44,100 Market Blvd,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004071 - 000,5/27/21 17:47,204 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004072 - 000,5/27/21 19:51,EXIT 210 NB,"463 - Vehicle accident, general cleanup",Yes,Yes,,,,,
0004074 - 000,5/27/21 21:55,1351 Thorpe Ln  # 500,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004075 - 000,5/27/21 23:10,1640 Aquarena Springs Dr  # 2704,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004076 - 000,5/27/21 23:19,250 S Stagecoach Trl  # NXT 515,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0004077 - 000,5/27/21 23:24,8900 N Ih 35,131 - Passenger vehicle fire,Yes,Yes,,,,,
0004078 - 000,5/27/21 23:44,1048 Esplanade Pkwy,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004079 - 000,5/27/21 23:52,207 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004080 - 000,5/27/21 23:56,1109 San Marcos Pkwy  # 1113D,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004081 - 000,5/28/21 1:46,105 Bintu Dr,"700 - False alarm or false call, other",Yes,Yes,,,,,
0004082 - 000,5/28/21 4:44,1629 Post Rd  # BLDG1,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004083 - 000,5/28/21 5:22,310 N IH 35,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004084 - 000,5/28/21 5:34,310 N IH 35,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004085 - 000,5/28/21 8:17,1116 Faris St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004086 - 000,5/28/21 12:38,EXIT 200 NB  # BEFORE,"550 - Public service assistance, other",Yes,Yes,,,,,
0004087 - 000,5/28/21 13:14,1015 Hwy 80  # PLOT,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004088 - 000,5/28/21 13:45,419 Parkside Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004089 - 000,5/28/21 14:07,206 SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0004090 - 000,5/28/21 14:35,1600 N IH 35  # 115A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004091 - 000,5/28/21 14:53,202 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004092 - 000,5/28/21 15:03,226 Armstrong St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004093 - 000,5/28/21 15:18,1600 N IH 35,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0004094 - 000,5/28/21 15:34,601 S C M Allen Pkwy,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004095 - 000,5/28/21 15:40,701 S LBJ Dr  # 292,"510 - Person in distress, other",Yes,Yes,,,,,
0004096 - 000,5/28/21 15:39,226 Durango St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004097 - 000,5/28/21 15:51,200 W Hopkins St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004098 - 000,5/28/21 16:43,817 Chestnut St  # 327,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004099 - 000,5/28/21 16:47,2113 North View Dr,553 - Public service,Yes,Yes,,,,,
0004100 - 000,5/28/21 17:07,200 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004101 - 000,5/28/21 17:11,700 Barnes Dr  # ENTR,553 - Public service,Yes,Yes,,,,,
0004102 - 000,5/28/21 17:59,W Access Rd,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004103 - 000,5/28/21 21:02,601 River Rd,"445 - Arcing, shorted electrical equipment",Yes,Yes,,,,,
0004104 - 000,5/28/21 21:34,199 SB,"510 - Person in distress, other",Yes,Yes,,,,,
0004105 - 000,5/28/21 21:40,217 Ramsay St,"445 - Arcing, shorted electrical equipment",Yes,Yes,,,,,
0004106 - 000,5/28/21 23:38,1610 N IH 35  # BLDG12,"445 - Arcing, shorted electrical equipment",Yes,Yes,,,,,
0004107 - 000,5/29/21 0:26,210 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004109 - 000,5/29/21 0:33,500 Parker Dr  # 2318,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004110 - 000,5/29/21 2:21,136 E Sessom Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004111 - 000,5/29/21 2:26,612 Mill St  # A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004112 - 000,5/29/21 4:08,163 South Fork Rd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004113 - 000,5/29/21 4:10,828 Bebee Rd  # 538,111R - Building fire - Residential,Yes,Yes,,,,,
0004114 - 000,5/29/21 5:52,1005 N IH 35  # 231,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004115 - 000,5/29/21 8:44,103 Smith Ln  # E,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004116 - 000,5/29/21 8:51,704 Franklin Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004117 - 000,5/29/21 9:49,Old Ranch Road 12,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004118 - 000,5/29/21 11:01,Wonder World Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004120 - 000,5/29/21 11:05,2917 Hunter Rd  # 24,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0004121 - 000,5/29/21 11:13,1220 W MLK Dr,"500 - Service Call, other",Yes,Yes,,,,,
0004122 - 000,5/29/21 11:47,W San Antonio St,"500 - Service Call, other",Yes,Yes,,,,,
0004123 - 000,5/29/21 12:04,1615 Redwood Rd  # 31A,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004124 - 000,5/29/21 13:18,1975 Aquarena Springs Dr  # 422,"500 - Service Call, other",Yes,Yes,,,,,
0004125 - 000,5/29/21 13:36,205 SB,"500 - Service Call, other",Yes,Yes,,,,,
0004126 - 000,5/29/21 14:00,Saddle Run Way,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004127 - 000,5/29/21 14:18,408 Moore St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004128 - 000,5/29/21 17:07,Hwy 123,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004129 - 000,5/29/21 17:08,1560 S IH 35,"740 - Unintentional transmission of alarm, other",Yes,Yes,,,,,
0004130 - 000,5/29/21 17:42,204 NB,553 - Public service,Yes,Yes,,,,,
0004131 - 000,5/29/21 17:58,202 NB,553 - Public service,Yes,Yes,,,,,
0004132 - 000,5/29/21 18:02,1200 N Old Bastrop Hwy,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004133 - 000,5/29/21 18:21,300 S Stagecoach Trl  # 3306,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004134 - 000,5/29/21 19:20,181 Horse Shoe Bend Rd,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004135 - 000,5/29/21 20:18,1720 Old Ranch Road 12,"320 - Emergency medical service, other",Yes,Yes,,,,,
0004136 - 000,5/29/21 20:22,608 Bracewood Cir  # A,553 - Public service,Yes,Yes,,,,,
0004137 - 000,5/29/21 21:58,2951 Blanco Vista Blvd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004138 - 000,5/29/21 22:59,1401 E McCarty Ln  # CONF RM,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004139 - 000,5/29/21 23:56,113 Backhorn Ln,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004140 - 000,5/30/21 1:06,E Access Rd,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0004141 - 000,5/30/21 1:26,1754 River Rd  # 114,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004142 - 000,5/30/21 1:50,101 Concho St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004143 - 000,5/30/21 3:41,210 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004144 - 000,5/30/21 3:59,1800 Post Rd  # 1221,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004145 - 000,5/30/21 6:57,96 Elm Hill Ct,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004146 - 000,5/30/21 8:01,1900 Medical Pkwy  # 402B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004147 - 000,5/30/21 9:12,345 Champions Blvd  # 621,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004148 - 000,5/30/21 9:24,1201 Thorpe Ln,"661 - EMS call, party transported by non-fire agency",Yes,Yes,,,,,
0004149 - 000,5/30/21 10:09,205 NB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004150 - 000,5/30/21 10:41,1720 Old Ranch Road 12  # 214,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004151 - 000,5/30/21 11:15,1008 Faris St  # D,553 - Public service,Yes,Yes,,,,,
0004152 - 000,5/30/21 11:35,1413 Harper Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004153 - 000,5/30/21 11:43,Wonder World Dr,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0004154 - 000,5/30/21 14:34,1641 Hwy 80,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004155 - 000,5/30/21 14:44,900 Barnes Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004156 - 000,5/30/21 16:38,102 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004157 - 000,5/30/21 16:49,2024 N Old Bastrop  # Hays Co,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004158 - 000,5/30/21 16:47,701 Cheatham St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004159 - 000,5/30/21 17:12,1807 Airport Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004160 - 000,5/30/21 17:17,206 EXIT 206 NB,553 - Public service,Yes,Yes,,,,,
0004161 - 000,5/30/21 17:22,1303 Uhland Rd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004162 - 000,5/30/21 17:32,600 Leah Ave  # 400,553 - Public service,Yes,Yes,,,,,
0004163 - 000,5/30/21 18:14,656 Mill St  # B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004164 - 000,5/30/21 20:10,200 SB,553 - Public service,Yes,Yes,,,,,
0004165 - 000,5/30/21 20:52,1106 Cheatham St,553 - Public service,Yes,Yes,,,,,
0004166 - 000,5/31/21 2:55,Hays St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004167 - 000,5/31/21 5:35,905 Hwy 80,381 - Rescue or EMS standby,Yes,Yes,,,,,
0004168 - 000,5/31/21 7:13,2396 N IH 35  # E ACCESS,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004169 - 000,5/31/21 9:36,518 Linda Dr  # 184,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004170 - 000,5/31/21 10:52,503 Springtown Way  # 116,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004171 - 000,5/31/21 11:47,1401 Wonder World Dr  # 8,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004172 - 000,5/31/21 13:17,204 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004173 - 000,5/31/21 14:28,1800 Post Rd  # BLD15,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004174 - 000,5/31/21 14:34,1401 Wonder World Dr  # 20,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004175 - 000,5/31/21 14:41,605 W Hutchison St  # 205,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004176 - 000,5/31/21 14:52,105 Bintu Dr,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0004177 - 000,5/31/21 15:06,200 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004178 - 000,5/31/21 15:19,2227 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004179 - 000,5/31/21 15:43,Aquarena Springs Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004180 - 000,5/31/21 17:20,208 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004181 - 000,5/31/21 18:33,1101 E River Ridge Pkwy  # 136,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0004182 - 000,5/31/21 19:22,201 NB,131 - Passenger vehicle fire,Yes,Yes,,,,,
0004184 - 000,5/31/21 20:01,E Hopkins St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004185 - 000,5/31/21 22:32,120 Bert Brown Rd,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0004186 - 000,6/1/21 0:22,650 River Rd  # 5105,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004187 - 000,6/1/21 2:46,199 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0004188 - 000,6/1/21 4:34,Hunter Rd,"510 - Person in distress, other",Yes,Yes,,,,,
0004189 - 000,6/1/21 5:53,1351 Sadler Dr  # FRONT,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004190 - 000,6/1/21 6:28,204 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004191 - 000,6/1/21 9:19,300 S Stagecoach Trl  # 3105,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004192 - 000,6/1/21 9:31,741 Blue Oak Blvd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004193 - 000,6/1/21 10:47,1322 N IH 35,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004194 - 000,6/1/21 10:56,600 Wonder World Dr,"700 - False alarm or false call, other",Yes,Yes,,,,,
0004195 - 000,6/1/21 12:09,1231 W San Antonio St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004196 - 000,6/1/21 12:16,1507 N IH 35  # 101,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004197 - 000,6/1/21 13:14,Hwy 123,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004198 - 000,6/1/21 13:22,403 S LBJ Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004199 - 000,6/1/21 13:34,199 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004200 - 000,6/1/21 14:26,Blue Oak Blvd,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0004201 - 000,6/1/21 14:44,200 SB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004202 - 000,6/1/21 14:58,Springtown Way,444 - Power line down,Yes,Yes,,,,,
0004203 - 000,6/1/21 16:01,E Hopkins St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0004204 - 000,6/1/21 16:02,903 N IH 35  # 111,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004205 - 000,6/1/21 16:15,1525 Aquarena Springs Dr  # 203,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0004206 - 000,6/1/21 19:47,EXIT 202 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0004207 - 000,6/1/21 20:35,1951 Aquarena Springs Dr  # 2104,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004208 - 000,6/1/21 21:37,130 Jackson Ln  # B8,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004209 - 000,6/1/21 21:40,1701 Mill St  # 14204,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0004210 - 000,6/2/21 6:33,1427 Schulle Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0004211 - 000,6/2/21 8:05,1500 Furman Ave,552 - Police matter,Yes,Yes,,,,,
0004212 - 000,6/2/21 10:53,707 S Loop St,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0004214 - 000,6/2/21 13:43,641 E Hopkins St  # GAS,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0004215 - 000,6/2/21 14:53,1506 Mockingbird Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
